title,href,date,reply,view
如果巴菲特突然归西，你继承了巴菲特所有的知识与技。多少年可以进入福布斯前100?,https://bbs.hupu.com/40733722.html,2021-01-26,10,11865
光伏分化行情,https://bbs.hupu.com/40720619.html,2021-01-26,65,43299
张坤 年终奖能拿多少？,https://bbs.hupu.com/40614091.html,2021-01-21,158,203649
预测一波周三的股市,https://bbs.hupu.com/40732703.html,2021-01-26,19,33543
大家说一说 自己知道的真正的优秀上市公司吧,https://bbs.hupu.com/40695722.html,2021-01-25,19,33861
大家有中小盘的，都调仓蓝筹吧,https://bbs.hupu.com/40709759.html,2021-01-25,24,34826
抄底雅化集团，明天完了,https://bbs.hupu.com/40728601.html,2021-01-26,13,16568
水井坊业绩预告,https://bbs.hupu.com/40728416.html,2021-01-26,33,50931
XDM，这两个新能源都持有会不会重复，要不要转一下？？,https://bbs.hupu.com/40726278.html,2021-01-26,9,16085
1/24/2021 -$4200 周总结,https://bbs.hupu.com/40703679.html,2021-01-25,4,7839
利好谁不用我说了吧？,https://bbs.hupu.com/40704677.html,2021-01-25,20,28519
恭喜抄底军工的。中船防务出业绩预告了。,https://bbs.hupu.com/40727462.html,2021-01-26,42,98621
xdm还知道/在用哪些投资论坛？,https://bbs.hupu.com/40723855.html,2021-01-26,5,8649
求老哥们指教剩余的钱该怎么加,https://bbs.hupu.com/40604685.html,2021-01-20,4,9291
热度到了250w临界点了，害怕,https://bbs.hupu.com/40649568.html,2021-01-22,3,10207
今日最惨自选板块,https://bbs.hupu.com/40724854.html,2021-01-26,18,21584
大涨后一路跌跌不休，卖出奶茶绕过地球一圈的香飘飘，还行吗？,https://bbs.hupu.com/40719099.html,2021-01-26,2,8763
XDM，发现了一个新老婆(^ω^),https://bbs.hupu.com/40687632.html,2021-01-24,102,265514
拿格力一年多已经懵了,https://bbs.hupu.com/40705314.html,2021-01-25,37,85872
证券感觉已经死了啊,https://bbs.hupu.com/40709540.html,2021-01-25,34,38895
今天你们加仓什么,https://bbs.hupu.com/40702641.html,2021-01-25,56,79127
现在入手吉利可以吗,https://bbs.hupu.com/40735348.html,2021-01-27,0,4379
今天军工大跌 能上车吗,https://bbs.hupu.com/40717094.html,2021-01-26,101,111720
学生党赚点伙食费,https://bbs.hupu.com/40639592.html,2021-01-22,29,40044
jr们，买错基了，我这只基是卖了还是继续放着?,https://bbs.hupu.com/40721854.html,2021-01-26,20,48039
现在这个行情，是不是绝大多数人要么买基金要么买股票？理财几乎没人买了？,https://bbs.hupu.com/40660085.html,2021-01-23,46,63839
为啥券商这玩意涨的时候不涨，跌的时候带头跌啊，指数不停突破前高，券商越来越低了？,https://bbs.hupu.com/40720616.html,2021-01-26,11,17656
好股票都在港股？,https://bbs.hupu.com/40706342.html,2021-01-25,42,80721
李游的新基是甚么板块的啊？？？,https://bbs.hupu.com/40725218.html,2021-01-26,12,21500
2021 茅台+腾讯建仓 到年底会怎样？,https://bbs.hupu.com/40713061.html,2021-01-26,41,63517
今天暴跌就是典型养肥待宰了,https://bbs.hupu.com/40726561.html,2021-01-26,64,78817
求助一万怎么买基金！！！,https://bbs.hupu.com/40708491.html,2021-01-25,57,88068
XDM好听不？,https://bbs.hupu.com/40734636.html,2021-01-27,2,5011
不懂就问，基金买进卖出的时机很重要吗？,https://bbs.hupu.com/40710038.html,2021-01-25,40,96652
华夏半导体和5G好坑,https://bbs.hupu.com/40698357.html,2021-01-25,47,41165
今天唯一红了的基金,https://bbs.hupu.com/40733371.html,2021-01-26,16,41163
xdm怎么看券商啊，连着三天都在跌,https://bbs.hupu.com/40729479.html,2021-01-26,13,15615
刚毕业工作的学生，想求jrs们推荐一下支付宝的基金,https://bbs.hupu.com/40700963.html,2021-01-25,30,30026
老铁们我一个月的收益还行吗？,https://bbs.hupu.com/40710085.html,2021-01-25,26,24089
中国平安怎么有这么低的时候，发生了什么？,https://bbs.hupu.com/40715476.html,2021-01-26,12,69958
军工今天能买吗？,https://bbs.hupu.com/40718848.html,2021-01-26,76,104365
今天把基金全清了 希望明天不用接腿,https://bbs.hupu.com/40705059.html,2021-01-25,51,32579
快手将赴香港上市，你看好它吗？,https://bbs.hupu.com/40725618.html,2021-01-26,13,27199
注意一下3660点的风险,https://bbs.hupu.com/40712732.html,2021-01-25,10,27776
金达晨：1.27伦敦金2000势在必得，原油白银TD投资不迷茫,https://bbs.hupu.com/40734422.html,2021-01-27,0,4664
今天不是针对兄弟们,https://bbs.hupu.com/40734420.html,2021-01-27,0,4192
老哥们，有没有那个一万点跌到一千多点那个图，想给父母看一下乐一下,https://bbs.hupu.com/40729750.html,2021-01-26,5,11659
第一次见基金经理上热搜的,https://bbs.hupu.com/40731579.html,2021-01-26,11,16211
特斯拉进入了一个经典的潜在空头区域,https://bbs.hupu.com/40706827.html,2021-01-25,10,16268
老哥们，港股快手可以申购了，看好吗？,https://bbs.hupu.com/40720186.html,2021-01-26,9,23549
你们有股票账户吗？,https://bbs.hupu.com/40731853.html,2021-01-26,9,12555
华夏和创金合信今天二选一建仓，怎么选？,https://bbs.hupu.com/40723870.html,2021-01-26,28,29731
入基半个月,https://bbs.hupu.com/40734229.html,2021-01-27,0,4793
好家伙。外面大跌。尸骨遍地。买的基金稳如老狗,https://bbs.hupu.com/40717907.html,2021-01-26,44,68916
原来五粮液集团还造车,https://bbs.hupu.com/40702181.html,2021-01-25,24,35127
老盖今天重仓跌停，军工还能持有吗？,https://bbs.hupu.com/40730907.html,2021-01-26,1,5157
40万赚到350万，一天盈利30万！！我去！！,https://bbs.hupu.com/40648809.html,2021-01-22,143,350425
长鸿高科有jr关注过吗？,https://bbs.hupu.com/40733207.html,2021-01-26,2,4820
跌倒3400给所有的兄弟们一个发财的入场机会,https://bbs.hupu.com/40722090.html,2021-01-26,38,49565
拿了半年，老铁们给给建议,https://bbs.hupu.com/40701493.html,2021-01-25,17,17794
这个月亏损最大的股，鹏鼎控股今天割肉一部分,https://bbs.hupu.com/40641282.html,2021-01-22,24,24411
独家专访诺安成长蔡嵩松：锐度不改 争当科技投资最锋利的“矛”,https://bbs.hupu.com/40705871.html,2021-01-25,48,67643
独家专访诺安成长蔡嵩松：锐度不改 争当科技投资最锋利的“矛”,https://bbs.hupu.com/40705871.html,2021-01-25,48,67643
实在受不了了，今天农银新能源转了创金,https://bbs.hupu.com/40732957.html,2021-01-26,8,15429
今日A股、港股全线杀跌，是何原因？,https://bbs.hupu.com/40729727.html,2021-01-26,9,24279
虎扑老哥们今晚吃的什么面？,https://bbs.hupu.com/40733805.html,2021-01-26,1,5515
今天全跌，慌了,https://bbs.hupu.com/40716226.html,2021-01-26,37,52721
记录贴:从7万到50万 （三）,https://bbs.hupu.com/40725169.html,2021-01-26,12,15949
牛年要不要买带牛的股票,https://bbs.hupu.com/40728464.html,2021-01-26,9,16343
不懂就问，基金上热搜对于场内的人来说不是好事嘛？刚好吸引一大波人进场,https://bbs.hupu.com/40733696.html,2021-01-26,0,4774
一月以来个股竟然跌这么多！！！,https://bbs.hupu.com/40725666.html,2021-01-26,9,21741
贝瑞基因，再来一次！！！,https://bbs.hupu.com/40724134.html,2021-01-26,5,9989
有没有老哥讨论以下新基金的建仓时间。,https://bbs.hupu.com/40733468.html,2021-01-26,0,5160
我的投资风格变了？（附57万基金实盘最新持仓）,https://bbs.hupu.com/40691889.html,2021-01-24,2,9030
A股:券商洗盘即将结束，券商稳定就是入场信号，有3个理由,https://bbs.hupu.com/40706233.html,2021-01-25,9,17838
请问有哪些值得反复嚼读的投资理财书？,https://bbs.hupu.com/37927783.html,2020-09-14,42,50385
感觉虎扑股票区热度一上三百万左右，第二天大盘就会绿,https://bbs.hupu.com/40726627.html,2021-01-26,17,14155
不懂就问，天海防务出事对于军工到底有什么影响,https://bbs.hupu.com/40721195.html,2021-01-26,17,35854
长期持有选择蓝筹还是长城呢？,https://bbs.hupu.com/40723755.html,2021-01-26,50,56529
玩基金几年了，还是和新手一样，持仓一堆，求大神骂醒,https://bbs.hupu.com/40626095.html,2021-01-21,142,145247
立足之根：长鸿高科的两次跟踪,https://bbs.hupu.com/40587277.html,2021-01-19,12,14040
手里1万5，小白分配比较好？,https://bbs.hupu.com/40685851.html,2021-01-24,17,17879
老哥求那张美股市值占比分布图,https://bbs.hupu.com/40703899.html,2021-01-25,9,19713
发现一只恐怖的鸡，5个月没有跌超过1%,https://bbs.hupu.com/40630482.html,2021-01-22,86,148772
玩基金，你看b站的up主吗？,https://bbs.hupu.com/40532986.html,2021-01-17,83,71522
我尼玛蓝筹今天五个点？,https://bbs.hupu.com/40708659.html,2021-01-25,124,158013
两个月涨了一倍的医学股，讨论的人很少,https://bbs.hupu.com/40639092.html,2021-01-22,80,84455
昨天晚上买了易方达，今天就跌了,https://bbs.hupu.com/40725440.html,2021-01-26,109,83607
豪森股份看走势应该是见底了,https://bbs.hupu.com/40724948.html,2021-01-26,22,23081
我现在只有一支曹德旺,https://bbs.hupu.com/40732740.html,2021-01-26,0,3576
2021个人基金配置方向（求轻喷）,https://bbs.hupu.com/40200239.html,2021-01-03,748,319646
巴菲特有没有建议，去掉那个仓位最好，感觉7个持有太多了,https://bbs.hupu.com/40690808.html,2021-01-24,44,50848
dxd，我的追基马拉松开始了,https://bbs.hupu.com/40731827.html,2021-01-26,3,6453
各位大牛，请问一下恒瑞医药这只股咋样？,https://bbs.hupu.com/32231247.html,2020-02-08,41,42501
兄弟们 坤坤这张图有高清的吗,https://bbs.hupu.com/40717314.html,2021-01-26,15,19961
军工的兄弟们约一块吧,https://bbs.hupu.com/40721445.html,2021-01-26,31,41077
虎扑反买别墅靠大海,https://bbs.hupu.com/40711323.html,2021-01-25,10,38124
请教股票区的各位大佬,https://bbs.hupu.com/40715399.html,2021-01-26,18,26264
为何恒瑞医药被长春高新完爆,https://bbs.hupu.com/40725921.html,2021-01-26,21,25309
券商大家怎么看,https://bbs.hupu.com/40699286.html,2021-01-25,12,26659
军工茅台是哪个？或者哪个最有可能成长为军茅,https://bbs.hupu.com/40669216.html,2021-01-23,26,35794
腾讯疯了，，,https://bbs.hupu.com/40702998.html,2021-01-25,3,87929
求推荐一只新能源基金,https://bbs.hupu.com/40690524.html,2021-01-24,51,43681
做个调查之前一直持有新能源，请点开，其它人别点,https://bbs.hupu.com/40729842.html,2021-01-26,7,9549
小白求教，这几只医疗的基怎么选？,https://bbs.hupu.com/40702128.html,2021-01-25,27,24654
"在看北上资金情况，去年的推荐的""北上基金""业绩如何？",https://bbs.hupu.com/40731823.html,2021-01-26,0,4261
1月25日实盘，情况复杂，看图说话,https://bbs.hupu.com/40704474.html,2021-01-25,6,6696
永远满仓  永远热泪盈眶,https://bbs.hupu.com/40721021.html,2021-01-26,12,22784
股市晴雨表？？？,https://bbs.hupu.com/40724658.html,2021-01-26,24,28399
hxdm 今天买招商中证白酒算抄底吗,https://bbs.hupu.com/40698405.html,2021-01-25,98,87165
统计一下大家年前如何持仓,https://bbs.hupu.com/40681343.html,2021-01-24,24,37238
今天账户都没敢打开,https://bbs.hupu.com/40725073.html,2021-01-26,6,10032
家人们，中航重机怎么看？,https://bbs.hupu.com/40731456.html,2021-01-26,0,4319
股票讨论交流,https://bbs.hupu.com/40731374.html,2021-01-26,0,2751
今天医疗能建仓嘛？医疗年前年后肯定能涨,https://bbs.hupu.com/40701050.html,2021-01-25,13,27187
xdm今天有没有红的基金？,https://bbs.hupu.com/40721707.html,2021-01-26,24,36377
“追涨杀跌‘交易心法1.26 今日-5660，止盈3只，加仓2只,https://bbs.hupu.com/40731323.html,2021-01-26,0,42
如果你有十个亿，怎么才能在A股一个月内亏光？,https://bbs.hupu.com/40694807.html,2021-01-25,83,95060
现在咋没有推荐朱少醒基金的了？,https://bbs.hupu.com/40689951.html,2021-01-24,141,115648
2021/1//26 加仓干,https://bbs.hupu.com/40725446.html,2021-01-26,5,10669
恒瑞医药可以冲了！,https://bbs.hupu.com/35470683.html,2020-05-18,8,24751
迈瑞医疗市值超越恒瑞医药的里程碑,https://bbs.hupu.com/39542531.html,2020-12-01,1,5588
明天港股要埋人了 能跑的赶紧跑吧,https://bbs.hupu.com/40713180.html,2021-01-26,11,33222
恒瑞医药单三季度同比增长20%，大伙儿怎么看,https://bbs.hupu.com/38688954.html,2020-10-19,16,22090
6月9日北上资金净流入46.29亿，恒瑞医药净流入6.45亿元,https://bbs.hupu.com/35882182.html,2020-06-09,1,8502
【咖啡迷股市说】1月27日大盘盘前预测与操作策略,https://bbs.hupu.com/40730875.html,2021-01-26,1,3456
有入金法科技吃肉的嘛,https://bbs.hupu.com/40716947.html,2021-01-26,26,31029
请问你们一个选项。支付宝基金收益选项。,https://bbs.hupu.com/40729328.html,2021-01-26,6,15221
请兄弟们进来分享下经验,https://bbs.hupu.com/40726089.html,2021-01-26,12,11613
朋友们 广发刘格菘 怎么看,https://bbs.hupu.com/40706660.html,2021-01-25,52,42986
快发年终奖了，没法定投了，怎么办！,https://bbs.hupu.com/40699127.html,2021-01-25,23,56362
纯股票小白问个问题,https://bbs.hupu.com/40730162.html,2021-01-26,1,3549
好的股票什么时候买都是低点,https://bbs.hupu.com/40639127.html,2021-01-22,22,28515
好像挺有道理 准备去梭哈杭州买房,https://bbs.hupu.com/40701145.html,2021-01-25,21,29964
兄弟们帮忙推荐几只基金,https://bbs.hupu.com/40713326.html,2021-01-26,6,14985
短线就是这么刺激，犯错啦,https://bbs.hupu.com/40724867.html,2021-01-26,14,20785
为啥啊？？？我买的时候是跌下去的，怎么今天从峰值跌嘞？？,https://bbs.hupu.com/40729494.html,2021-01-26,10,8515
老哥们看看我的持仓，,https://bbs.hupu.com/40730327.html,2021-01-26,0,5297
怎么评价b站小瑜哥的六脉神剑搭配？,https://bbs.hupu.com/40055709.html,2020-12-29,61,108422
股市大神指教st华仪怎么样？,https://bbs.hupu.com/40730170.html,2021-01-26,0,2641
新人求指导，想拿出50万买基金,https://bbs.hupu.com/40727492.html,2021-01-26,18,18497
【登山股系列之二】“药茅”恒瑞医药（600276）,https://bbs.hupu.com/37503529.html,2020-08-26,13,16590
上证红利、中证红利、深证红利，应该选哪个？,https://bbs.hupu.com/40712681.html,2021-01-25,1,4003
撤退，止盈股票基金,https://bbs.hupu.com/40600159.html,2021-01-20,24,45277
yyds 白酒 明天看涨看跌？,https://bbs.hupu.com/40710430.html,2021-01-25,12,25557
股票做T一定要当天买卖吗？,https://bbs.hupu.com/40727539.html,2021-01-26,10,15121
不懂就问，第一次买基金，招商白酒指数还要加钱嘛？？？,https://bbs.hupu.com/40723919.html,2021-01-26,3,9125
船大难调头，上证指数的季线金叉道咒道符谁能破解，谁就是世界第一牛人！,https://bbs.hupu.com/40729974.html,2021-01-26,0,4072
市盈率就是个屁，特斯拉市盈率1400,https://bbs.hupu.com/40669628.html,2021-01-23,45,51834
我胡汉三又回来了！,https://bbs.hupu.com/40077956.html,2020-12-30,25,26001
广东昨天都是白酒基神?,https://bbs.hupu.com/40728980.html,2021-01-26,3,7129
果然坚持就是胜利啊！,https://bbs.hupu.com/40703717.html,2021-01-25,22,29321
看到刘彦春重仓持股中国中兔，不知这是什么意思……,https://bbs.hupu.com/40673511.html,2021-01-24,126,138461
以下的基金远三个麻烦大佬看看怎么操作,https://bbs.hupu.com/40729752.html,2021-01-26,1,3777
【虎扑指数】1月26日，低开调整，虎扑一直是多头,https://bbs.hupu.com/40728099.html,2021-01-26,1,4125
昨天逆势加仓的老哥还好吗,https://bbs.hupu.com/40726240.html,2021-01-26,17,19363
农历年前也就这样了 想加仓的 先等等吧 预计半个月以上的调整,https://bbs.hupu.com/40725371.html,2021-01-26,5,16147
这持仓，什么水平？,https://bbs.hupu.com/40711389.html,2021-01-25,26,26277
兄弟们，券商股现在怎么样，海通证券呢,https://bbs.hupu.com/40717681.html,2021-01-26,25,27657
今年收益破10个点,https://bbs.hupu.com/40711700.html,2021-01-25,31,48219
这个up主，一天几百万流水，看的我酸了,https://bbs.hupu.com/40669939.html,2021-01-23,66,402455
两个互联，去年做了个三五互联，今年开做金财互联！,https://bbs.hupu.com/40729313.html,2021-01-26,1,3564
记录帖:从7万到50万,https://bbs.hupu.com/40704053.html,2021-01-25,67,70432
药明康德 目标一万亿,https://bbs.hupu.com/40707654.html,2021-01-25,8,21958
我能理解享受泡沫的人，但我不理解觉得自己能做时间朋友的人。,https://bbs.hupu.com/40670188.html,2021-01-23,44,68562
xdm，看看我的如何,https://bbs.hupu.com/40729284.html,2021-01-26,0,2626
周二中午再预测一波,https://bbs.hupu.com/40722143.html,2021-01-26,16,33142
今天蓝筹适合加仓吗？,https://bbs.hupu.com/40718820.html,2021-01-26,51,57922
玩了一年基金，买了一群基金，大伙看看我什么水平,https://bbs.hupu.com/40647550.html,2021-01-22,19,38237
上汽集团怎么样,https://bbs.hupu.com/40728909.html,2021-01-26,0,2890
讲讲最近港股和A股的行情！,https://bbs.hupu.com/40719251.html,2021-01-26,2,7976
"1.26交易，卖出英维克，买进TCL,科大讯飞不动。",https://bbs.hupu.com/40728702.html,2021-01-26,0,3029
这几只票还有救吗？,https://bbs.hupu.com/40669546.html,2021-01-23,25,24632
科技半导体为什么又跌了,https://bbs.hupu.com/40705787.html,2021-01-25,26,29560
什么时候再买进,https://bbs.hupu.com/40597411.html,2021-01-20,48,59882
金达晨：1.26晚评白银TD投资大纲，黄金原油分道扬镳行情分析,https://bbs.hupu.com/40728553.html,2021-01-26,0,2888
炒股日记0126,https://bbs.hupu.com/40728126.html,2021-01-26,2,3938
今天新能源冲高回落代表啥？,https://bbs.hupu.com/40706303.html,2021-01-25,23,25808
为什么伊利起不来呢,https://bbs.hupu.com/40628810.html,2021-01-21,18,28932
炒股日记0125,https://bbs.hupu.com/40710650.html,2021-01-25,5,5924
基金小白来了，大佬们，求拉扯，求扒拉,https://bbs.hupu.com/40724468.html,2021-01-26,2,7825
沪深两市有没有t+0的股票买，etf什么的,https://bbs.hupu.com/40708914.html,2021-01-25,21,24152
军工这是怎么了,https://bbs.hupu.com/40717734.html,2021-01-26,33,40623
我就想看看虎扑能不能把坤哥奶崩了,https://bbs.hupu.com/40709611.html,2021-01-25,15,21189
2021年1月26日股市收盘点评,https://bbs.hupu.com/40728139.html,2021-01-26,0,2734
农银汇理新能源真的拉胯,https://bbs.hupu.com/40710192.html,2021-01-25,9,15189
想请教下老铁们，我这转入，能吃到今天的利么？,https://bbs.hupu.com/40699585.html,2021-01-25,30,25326
发现一只好基，大家觉得怎么样,https://bbs.hupu.com/40706316.html,2021-01-25,17,25502
昨天沈飞快涨停没跑，今天一朝回到解放前,https://bbs.hupu.com/40717718.html,2021-01-26,3,12104
核酸检测股,https://bbs.hupu.com/40695482.html,2021-01-25,21,39684
面对下飞刀雨，你是飞逃还是伸手接刀？今日我接了中原证券的飞刀！,https://bbs.hupu.com/40644366.html,2021-01-22,8,6621
潮水褪去才知道谁在裸泳，股市大跌方显英雄本色,https://bbs.hupu.com/40727881.html,2021-01-26,0,3887
中原证券和利德曼短期的爆发只能到8元多价！,https://bbs.hupu.com/40715957.html,2021-01-26,7,11932
扬农化工是干啥了？天天新高啊,https://bbs.hupu.com/40706478.html,2021-01-25,12,24226
小韭菜来交流交流哈,https://bbs.hupu.com/40719049.html,2021-01-26,31,22604
大起大落真是太刺激了！,https://bbs.hupu.com/40727831.html,2021-01-26,2,5588
比亚迪260了,https://bbs.hupu.com/40701818.html,2021-01-25,16,27581
朋友们，什么水平！？求一战,https://bbs.hupu.com/40726526.html,2021-01-26,12,8866
美股想请教一下,https://bbs.hupu.com/40682057.html,2021-01-24,31,23420
给大家推荐一个神鸡,https://bbs.hupu.com/40701314.html,2021-01-25,18,39307
军工现在什么情况,https://bbs.hupu.com/40709229.html,2021-01-25,49,58398
医疗这是咋了，加也不敢加，没地下手,https://bbs.hupu.com/40699093.html,2021-01-25,36,43605
兄弟们，今天川能动力怎么看？,https://bbs.hupu.com/40727225.html,2021-01-26,1,3326
玩基金其实不难,https://bbs.hupu.com/40645556.html,2021-01-22,253,414434
易方达蓝筹今天要起飞了啊,https://bbs.hupu.com/40705647.html,2021-01-25,77,71451
军工板块大幅回落，可以适当布局吗？,https://bbs.hupu.com/40724471.html,2021-01-26,2,5811
还好军工股上午已经跌停了，不怕尾盘跳水,https://bbs.hupu.com/40726025.html,2021-01-26,13,12601
给大伙推荐个基金,https://bbs.hupu.com/40604212.html,2021-01-20,135,213630
今天蓝筹是三点前加仓还是三点后加仓,https://bbs.hupu.com/40722465.html,2021-01-26,18,23274
有人说大盘不重要，其实大盘很重要，大盘猛冲，隆基能一下子就突破掉125.60元价,https://bbs.hupu.com/40724915.html,2021-01-26,8,13990
科技怎么看，这一波是要结束了？还是拿住继续起飞,https://bbs.hupu.com/40634329.html,2021-01-22,13,25206
一般是什么原因会让你割肉？,https://bbs.hupu.com/40703817.html,2021-01-25,12,13005
天天基金筛选的绩优基金经理名单来了,https://bbs.hupu.com/40668004.html,2021-01-23,75,78403
小白求问什么时候止盈合适呢,https://bbs.hupu.com/40702377.html,2021-01-25,31,35186
今天的净值更新完就可以看出张坤确实减持了白酒，那些说没减持的可以歇歇了。,https://bbs.hupu.com/40709859.html,2021-01-25,8,13926
现在入手银行股，长线拿着吃分红应该不错吧？,https://bbs.hupu.com/40693596.html,2021-01-24,38,62603
请问新手怎么开始定投，求推荐鸡！,https://bbs.hupu.com/40702907.html,2021-01-25,20,21891
袁芳，一个业绩和颜值一样美的美女基金经理，一个五年业绩能排进前十的女人！！,https://bbs.hupu.com/40676174.html,2021-01-24,26,30040
这几个现在100-130左右的股，你最看好哪个？,https://bbs.hupu.com/40670125.html,2021-01-23,20,34329
270w距离清仓还有30w,https://bbs.hupu.com/40629726.html,2021-01-22,6,19512
军工推荐一只,https://bbs.hupu.com/40723954.html,2021-01-26,15,23784
哪位jrs告诉我，中证白酒讨论区怎么变成相亲区了,https://bbs.hupu.com/40699923.html,2021-01-25,5,12382
小基民三年养鸡之路，是如何做到年化13%的？,https://bbs.hupu.com/40669930.html,2021-01-23,21,40377
虽然区里一直在黑广发，但是广发全球精选这支基是不是还不错,https://bbs.hupu.com/40655926.html,2021-01-23,12,16355
巴菲特们，汇添富大盘这个基怎么样，昨天银行的朋友推荐的,https://bbs.hupu.com/40723951.html,2021-01-26,2,6345
基金小白一次买了好多该咋办,https://bbs.hupu.com/39966271.html,2020-12-24,128,82727
纵横股市，在线解票,https://bbs.hupu.com/40377275.html,2021-01-09,306,102713
想给玩美股的同学一点建议,https://bbs.hupu.com/40320806.html,2021-01-07,106,159725
阿里暴跌，昨天小赚25万，各位大神怎么预测未来走势,https://bbs.hupu.com/39972755.html,2020-12-25,150,142400
隆基股份，起飞在即,https://bbs.hupu.com/40669502.html,2021-01-23,108,91641
今天收益突破新高了,https://bbs.hupu.com/40705931.html,2021-01-25,66,74718
化工牛基大摩进取重仓股-桐昆股份,https://bbs.hupu.com/40701571.html,2021-01-25,7,17907
虎韭指数第三期开盘,https://bbs.hupu.com/40725270.html,2021-01-26,2,4423
新手第一次买基，请老哥们指教一二。,https://bbs.hupu.com/40074523.html,2020-12-30,5,3648
连涨五天 和 连跌三天 的龙头股，你会选择哪个？,https://bbs.hupu.com/40704560.html,2021-01-25,7,19353
大A去年3月从3071跌到2660,https://bbs.hupu.com/40718950.html,2021-01-26,19,26707
飞流直下三千尺也不过如此吧？？？,https://bbs.hupu.com/40703162.html,2021-01-25,25,60450
易方达中小盘混合，成立前几年基本没涨过？,https://bbs.hupu.com/40666636.html,2021-01-23,109,131339
不懂就问，基金不同的地方涨幅不一？,https://bbs.hupu.com/40707273.html,2021-01-25,25,24396
白酒山顶上车，黎明前下车,https://bbs.hupu.com/40698269.html,2021-01-25,209,192220
神奇的a股，今天上涨比昨天还多了三百多，指数跟个股关系不大。,https://bbs.hupu.com/40724939.html,2021-01-26,2,9588
各位人 今天三点多前你们加仓多少了,https://bbs.hupu.com/40703936.html,2021-01-25,49,34669
就在今天，底仓建立，各位看看我选的如何,https://bbs.hupu.com/40725898.html,2021-01-26,0,4391
新基金和老基金的区别是什么,https://bbs.hupu.com/40470977.html,2021-01-14,17,69051
新手小白大学生理财的第一步,https://bbs.hupu.com/40666138.html,2021-01-23,12,14598
大家基金都是在支付宝买的吗？,https://bbs.hupu.com/40653655.html,2021-01-23,97,134499
问一下有哪些app可以自己建基金组合,https://bbs.hupu.com/40724802.html,2021-01-26,4,9411
军工和大飞机还能跌几天？,https://bbs.hupu.com/40719058.html,2021-01-26,22,34946
隆基止盈？,https://bbs.hupu.com/40703834.html,2021-01-25,36,29403
不懂就问各位大佬，基金和股票有什么不一样吗？,https://bbs.hupu.com/40714427.html,2021-01-26,11,19240
xdm，能长期定投吗？,https://bbs.hupu.com/40725257.html,2021-01-26,2,3814
今天冲高回落，明天新能源会涨么，加仓么,https://bbs.hupu.com/40705609.html,2021-01-25,19,24261
老哥们找到一只稳，帮忙看看,https://bbs.hupu.com/40718496.html,2021-01-26,7,18314
事实证明在这区讨论股票毫无意义,https://bbs.hupu.com/40698858.html,2021-01-25,39,40759
请问熊市里面，哪些基金经理防守很厉害呀,https://bbs.hupu.com/40632653.html,2021-01-22,131,131315
1月26日，狂风骤雨,https://bbs.hupu.com/40724974.html,2021-01-26,2,6754
做超短的老哥们，今天西大门能封吗，绿盘的时候杀进去三层仓去博了一下。,https://bbs.hupu.com/40718080.html,2021-01-26,19,13766
中航高科怎么天天跳水烦死了,https://bbs.hupu.com/40707891.html,2021-01-25,9,12609
求个jrs解答一下，小白一名,https://bbs.hupu.com/40702237.html,2021-01-25,12,13970
新能源今天能上车吗？,https://bbs.hupu.com/40724056.html,2021-01-26,6,17886
立讯精密怎么了还能持有吗,https://bbs.hupu.com/40705474.html,2021-01-25,70,52428
今天航空板块什么水平？,https://bbs.hupu.com/40725294.html,2021-01-26,1,5314
牛市已来策略发布，开始进场！,https://bbs.hupu.com/40713450.html,2021-01-26,2,7527
这样是不是能降低基金风险,https://bbs.hupu.com/40721219.html,2021-01-26,9,20891
想系统的学习一下财经和投资知识,https://bbs.hupu.com/40681336.html,2021-01-24,25,47597
李游这位基金经理怎么样，哪位大神研究过么？,https://bbs.hupu.com/40691737.html,2021-01-24,77,59108
今天光伏出什么消息，下午不看盘一个月工资没了,https://bbs.hupu.com/40706146.html,2021-01-25,17,33645
全仓梭哈坤坤,https://bbs.hupu.com/40724788.html,2021-01-26,1,8167
新手玩基金不到一个月，总算有个基收益率过10个点,https://bbs.hupu.com/40674529.html,2021-01-24,31,36272
新能源和半导体有好基推荐吗？,https://bbs.hupu.com/40717304.html,2021-01-26,8,18130
虎扑韭菜稳定亏损,https://bbs.hupu.com/40725223.html,2021-01-26,2,3620
这五只股哪个未来一年涨幅最大,https://bbs.hupu.com/40666000.html,2021-01-23,63,61331
调整一下很正常，加仓的机会,https://bbs.hupu.com/40724493.html,2021-01-26,11,15276
（基金贴）昨天三点前白酒转军工，今天军工的收益跟我有关系么？,https://bbs.hupu.com/40490004.html,2021-01-15,16,23769
想问下区里的大佬是怎么买到龙头股的低位的啊？,https://bbs.hupu.com/40662060.html,2021-01-23,87,39907
学生党每周定投这三种全当攒钱了可行吗,https://bbs.hupu.com/40632893.html,2021-01-22,53,52774
中航资本这一万多手压在这里是在吸货吗？,https://bbs.hupu.com/40724692.html,2021-01-26,1,11546
老泥股里,https://bbs.hupu.com/40725031.html,2021-01-26,0,2230
齐聚鑫：1.26国际黄金午间多空区间震荡，何时能走单边附黄金策略,https://bbs.hupu.com/40725028.html,2021-01-26,0,3683
长期来看，基金需要止盈吗？不需要钱的话是不是可以一直拿着,https://bbs.hupu.com/40622560.html,2021-01-21,66,71251
涨时蔡爸爸，跌时菜狗,https://bbs.hupu.com/40712439.html,2021-01-25,9,19664
